;ID_chantier;CI;Client;Zone_km;Statut;Date_installation;Adresse;latitude;longitude
2425;1547;024X.BR1901;BBGO/NormPIC/Rouen;0 à 50 km;Archivé;07/09/2020;Rue de Stockholm, En face du numéro 62à80, 76800 ST ETIENNE DU ROUVRAY;45,43389;4,39
2427;3887;Z41X.PC0127;CPI/CPI;Zone IDF 0 à 50 km;Traité;20/11/2023;34 rue de la Croix de Fer, 78100 ST GERMAIN EN LAYE;48,8994392;2,0638473
2428;2624;B09X.PS0614;HAS/HAS NEUF;Zone IDF 0 à 50 km;Traité;04/04/2022;Chemin des Carrières, 91180 SAINT GERMAIN LES ARPAJON;48,6116081;2,2558432
2431;1337;024X.BNA803;BBGO/PDL/Nantes;0 à 50 km;Archivé;05/11/2018;5 rue de l'école, 44800 ST HERBLAIN;47,2172621;-1,6075614
2433;2777;B36X.PS0611;HAS/HAS NEUF;Zone IDF 0 à 50 km;Archivé;01/12/2021;Rue de l’Abreuvoir aux moines , 60340 ST LEU D ESSERENT;49,2191981;2,4270864
2434;3695;570X.NA2305;TP RF/TPRF ONE;201 à 250 km;Traité;03/01/2024;Euro-Airport de Bale / Mulhouse, route D12B1, 68300 ST LOUIS;47,5884;7,5625
2435;3694;024X.BRE23F;BBGO/OUEST/Rennes;151 à 200 km;Traité;11/01/2024;17 avenue de lorette, 35400 ST MALO;48,6253668;-2,0015493
2437;3147;G07X.020X.622010;BBSE/HR/HR RAAU;101 à 150 km;Traité;04/07/2022;2, rue des taillées, 38400 ST MARTIN D HERES;45,65068;21,85866
2440;1079;B33X.PR0207;HAR/HAR/HAR;Zone IDF 0 à 50 km;Archivé;03/02/2020;14 avenue Pierre Sémard , 94100 ST MAUR DES FOSSES;48,8052295;2,5109055
2441;355;PS0444;HAS/HAS NEUF;Zone IDF 0 à 50 km;Archivé;02/01/2017;3 Rue des genets, 91240 Saint Michel Sur Orge;48,6348;2,3083
2443;2680;024X.PNA22E;BBGO/PDL/Nantes;51 à 100 km;Traité;05/09/2022;rue pierre marie juret, 44600 ST NAZAIRE;47,263712;-2,2638972
2446;1099;BZNX.221134;BZ/BAT;0 à 50 km;Archivé;02/05/2018;57 boulevard Victor Hugo , 93400 ST OUEN;48,909557;2,330078
2448;2016;Z32X.PO0148;IEP/IEP;0 à 50 km;Archivé;22/06/2020;11 Rue Marcel Cachin , 93400 ST OUEN;48,917966;2,337502
2450;1326;226200;BZ/BZ SE;Zone IDF 0 à 50 km;Archivé;02/08/2018;RUE PIERRE, 93400 ST OUEN;48,910277;2,316565
2453;3443;570X.SE2209;TP RF/SE;0 à 50 km;Traité;16/01/2023;A51 sortie 17, 13108 saint paul lez durance;44,16094;0,1602
2455;3889;570X.NO2307;TP RF/TPRF ONE;101 à 150 km;Traité;23/10/2023;place André Baudez, gare SNCF, 02100 ST QUENTIN;49,8377;3,31
2456;3894;027X.HN2302;BBNE/Hab/HAR Nord;101 à 150 km;Traité;05/02/2024;10 Boulevard du Maréchal Juin, 02100 ST QUENTIN;49,8346174;3,3019482
2457;3363;570X.VS2206;TP RF/SE;201 à 250 km;Traité;29/11/2022;Rue du moulin du pré , Route de Salans, 25410 Saint-Vit;47,18333;5,81667
2458;423;022X.118350;BBCSO/CO/ORLS;0 à 50 km;Archivé;01/04/2019;15 rue de la libération, 91770 ST VRAIN;48,5415101;2,3321412
2461;2365;G11X.453175;BBCSO/CO/ORLS;> 300 km;Traité;16/03/2021;1 RUE JEAN CAVAILLES, 79400 ST MAIXENT L ECOLE;46,4143916;-0,2176246
2464;991;VS 1709;TP RF/VSL FR;151 à 200 km;Archivé;22/01/2018;RD 29, 64270 AUTERRIVE;43,4742;-0,9245
2468;2177;G07X.G11X.456562;BBSE/HN/HN PALR;0 à 50 km;Traité;18/04/2022;chemin de saint jean , base aerienne de salon de provence, 13661 salon de provence;43,60641;5,10925
2469;3326;G07X.G11X456547;BBSE/HN/HN PALR;0 à 50 km;Traité;15/05/2023;base aérienne de salon 701, chemin saint jean, 13661 salon de provence;60,37893;23,27434
2471;59;BAM603;BBGO/NormPIC/Amiens;101 à 150 km;Archivé;16/01/2017;2 Rue des Aubretias, 80000 SALOUEL;49,8650155;2,2534516
2473;3593;848X.AUS006.;BYES T&D;0 à 50 km;Traité;01/03/2023;avenue des frères lumières, 69250 NEUVILLE SUR SAONE;45,8587;4,8004
2474;840;022X.117440;BBCSO/CO/ORLS;51 à 100 km;Archivé;20/11/2017;Rue de la Source St Martin, 45770 SARAN;47,9493672;1,8800662
2476;1907;BZNX.PH0006;HAS/HAS REHA;Zone IDF 50 à 100 km;Archivé;12/09/2019;2 Allée du Jeu de Boules, 95200 SARCELLES;48,9865528;2,3708956
2478;3125;Z32X.PO0204;EQUIPEMENTS PUBLICS/EQUIPEMENTS PUBLICS/EQUIP PUBLIC :  Etat & administrations;Zone IDF 0 à 50 km;Traité;16/01/2023;87 Avenue de Tobrouk, 78500 SARTROUVILLE;48,9276974;2,1638474
2479;2102;024X.xxxxxx;BBGO/NormPIC/Rouen;0 à 50 km;Archivé;04/05/2020;Rue Thomas becket, 76130 MONT ST AIGNAN;49,4600916;1,0676654
2482;1960;024X.PAN21A;BBGO/PDL/Nantes;101 à 150 km;Traité;01/03/2021;150 rue Jehan Alain , 49400 SAUMUR;47,2501045;-0,0679798
2483;3345;020X.79734000;BBSE/OF/OF PALR;51 à 100 km;Traité;20/09/2022;Le Virage, 5 All. Marcel Leclerc Entrée B,, 13008 MARSEILLE 08;43,2708;5,3821
2484;2223;024X.729016;BBGO/OUEST/Brest;101 à 150 km;Archivé;01/09/2020;Rue Jacqueline Auriol, 22440 PLOUFRAGAN;48,5139394;-2,7996768
2486;2186;024X.797190;BBGO/OUEST/Rennes;101 à 150 km;Archivé;27/07/2020;1 boulevard Theodore Botrel, 35400 ST MALO;48,652665;-2,0070031
2487;1122;022X.731206;BBCSO/SO/BDX;0 à 50 km;Perdu;19/03/2018;RUE CLAUDE BONNIER , 33000 BORDEAUX;44,8383746;-0,5820446
2488;2655;022X.919000;BBCSO/SO/TLSE;0 à 50 km;Traité;01/06/2021;25 avenue Galilée, 31130 BALMA;43,6241847;1,495077
2491;2593;B09X.PH0045;HAS/HAS REHA;0 à 50 km;Archivé;06/09/2021;2 all des Haiettes, 77176 SAVIGNY LE TEMPLE;48,6044837;2,5666936
2492;3440;EXTX.263492E58;EXT;0 à 50 km;Traité;25/10/2022;7-21 Boulevard Gabriel Péri, 92240 MALAKOFF;48,8192088;2,3002967
2495;3083;848X.AZ2121;BYES;51 à 100 km;Traité;14/03/2022;PLACE DE LA GARE, 91170 VIRY CHATILLON;48,6721;2,3932
2496;1618;BZNX.226214;BZ/BZ SE;0 à 50 km;Traité;04/03/2019;7 Rue des Mathurins, 92220 BAGNEUX;48,7937444;2,3065079
2497;154;226153 ;BZ/BZ SE;Zone IDF 0 à 50 km;Archivé;18/01/2017;Rue de la commune de paris, 93230 Romainville;48,8951462;2,4326844
2502;3547;024X.HHR23A;BBGO/NormPIC/Réha;0 à 50 km;Traité;04/09/2023;Les Prés du Calvaire, 76570 LIMESY;49,5861;0,9836
2503;3902;024X.HHR23E;BBGO/NormPIC/Rouen;0 à 50 km;Traité;04/03/2024;allées des bleuets, 76350 OISSEL;49,3331;1,0941
2504;2875;EXTX.COL9202;COLAS/COLAS;0 à 50 km;Archivé;22/11/2021;65 Quai Branly,, 75007 PARIS 07;-1,30673;12,41924
2506;1246;024X.BBE803;BBGO/NormPIC/Beauvais;101 à 150 km;Archivé;10/12/2018;50 AVENUE GEORGES CLEMENCEAU, 60300 SENLIS;49,2075375;2,5922863
2507;3051;027X.HR2206;BBNE/Hab/HAR Est;201 à 250 km;Traité;02/05/2022;3, rue de Rome, 89100 SENS;48,156;3,2336
2508;3501;S39X.P00018;INDUSTRIE France/INDUSTRIE France/INDUSTRIE IDF;0 à 50 km;Traité;05/12/2022;1 -3 RUE CHARLES MICHELS , 95100 ARGENTEUIL;48,9486213;2,21283
2510;2772;TUBX.VL2103;BY TP/SEP BYTP;51 à 100 km;Traité;20/09/2021;25 RUE DU FAUBOURG SAINT JEAN, 28000 CHARTRES;48,4490127;1,4827516
2511;2172;TUBX.VL2102;BBCSO/CO/ORLS;51 à 100 km;Archivé;29/03/2021;25, rue du faubourg Saint-Jean, 28000 CHARTRES;48,4490127;1,4827516
2512;3292;S38X.P00017;EQUIPEMENTS PUBLICS/EQUIPEMENTS PUBLICS/EQUIP PUBLIC :  Etat & administrations;0 à 50 km;Traité;01/03/2023;en face du 35 Rue du Pont de Créteil, 94100 ST MAUR DES FOSSES;48,7939;2,4932
2514;2274;S32X.P00010;EQUIPEMENTS PUBLICS/EQUIPEMENTS PUBLICS/EQUIP PUBLIC :  Etat & administrations;Zone IDF 0 à 50 km;Traité;07/02/2022;64 avenue Jean mermoz, 93120 LA COURNEUVE ;48,931594;2,405597
2515;2941;S36X.P00014;INDUSTRIE France/INDUSTRIE France/INDUSTRIE IDF;0 à 50 km;Traité;22/06/2022;rue de l’Orme à Moineaux , 91940 LES ULIS;48,6727079;2,1983592
2516;3506;S37X.P00015;EQUIPEMENTS PUBLICS/EQUIPEMENTS PUBLICS/EQUIP PUBLIC :  Etat & administrations;Zone IDF 50 à 100 km;Traité;15/07/2024;64 Route de Soissons, 60800 CREPY EN VALOIS;49,2354;2,8577
2517;3940;S37X.P00B16;EQUIPEMENTS PUBLICS/EQUIPEMENTS PUBLICS/EQUIP PUBLIC :  Etat & administrations;51 à 100 km;Traité;12/09/2023;64 route de soissons, 60800 CREPY EN VALOIS;49,2354;2,8577
2518;2114;S29X.P00007;EQUIPEMENTS PUBLICS/EQUIPEMENTS PUBLICS/EQUIP PUBLIC :  Collectivités  locales;0 à 50 km;Traité;01/07/2021;56 boulevard NEY,  75018 PARIS PARIS;48,8995971;2,3607706
2520;1889;B09X.PS0575;HAS/HAS NEUF;0 à 50 km;Archivé;18/11/2019;Angle rue cours du rhin / rue cours du danube, 77700 SERRIS;48,84528;2,78611
2521;4014;B09X.PS0659;HAS/HAS NEUF;0 à 50 km;Traité;16/02/2024;rue de magellan,  SERRIS;48,8542351;2,7893623
2522;526;226180;BZ/BZ SE;Zone IDF 0 à 50 km;Archivé;24/04/2017;10 Avenue Salvador Allende, 93270 Sevran;48,9469038;2,5345813
2523;1434;EXTX.931770;BY TP/TPRP;Zone IDF 0 à 50 km;Traité;31/01/2019;rue d'Etienne d'Orves, 93270 SEVRAN;48,9447;2,5275
2524;50;IIN702;BBGO/Indus;Zone IDF 0 à 50 km;Archivé;27/02/2017;10 Rue Salvador Allendé, 93270 Sevran;48,9447;2,5275
2525;2989;B09X.PH0050;HAS/HAS REHA;Zone IDF 0 à 50 km;Traité;02/05/2022;Allée Jan Masaryk, 93270 SEVRAN;48,9480926;2,5334724
2526;1677;BZNX.221120;HAS/HAS NEUF;0 à 50 km;Archivé;01/12/2020;24 Avenue de la division Leclerc, 92310 SEVRES;48,8256906;2,219591
2527;1928;020X.320010;BBSE/HN/HN RAAU;101 à 150 km;Archivé;24/08/2020;Rue du Champ de la taillée , 74600 SEYNOD;45,8869302;6,1019263
2528;404;022X.427200;BBCSO/SO/TLSE;0 à 50 km;Archivé;02/01/2018;chemin du château , 31600 SEYSSES;43,4595;1,2453
2531;3115;T01X.309624;BY TP/TPRP;Zone IDF 0 à 50 km;Traité;01/01/2024;78114 MAGNY LES HAMEAUX;48,724051;2,0839562
2532;367;01TX.780251;BY TP/TPS;Zone IDF 0 à 50 km;Archivé;04/01/2016;32 quai de Clichy, 92110 Clichy;48,905876;2,294767
2533;1482;BZNX.226208;BZ/BZ SE;Zone IDF 50 à 100 km;Archivé;14/01/2019;Route Centrale des Noyers, 78260 ACHERES;48,9612;2,0688
2534;1186;024X.BAN902;BBGO/PDL/Angers;51 à 100 km;Archivé;08/04/2019;Rue Yvonne Poirel, 49000 ANGERS;47,531;-0,5278
2535;2457;848X.AZ0313;BYES T&D;51 à 100 km;Archivé;01/06/2021;Avenue de la grande Hall, 78200 MANTES LA JOLIE;48,9176;1,6612
2536;2345;226237;BZ/BZ SE;0 à 50 km;Archivé;02/12/2020;rue de l’Allée verte , 41600 LAMOTTE BEUVRON;47,5970174;2,0226068
2537;1212;848x.ASJ086;BYES AX;101 à 150 km;Archivé;22/05/2018;1061 avenue Colonel Rozanoff, BA118 , 40000 MONT DE MARSAN;43,8902;-0,4971
2539;2179;T01X.309605;BY TP/TPRP;Zone IDF 50 à 100 km;Archivé;10/09/2020;RUE DE BUCHELAY, 78200 MANTES LA JOLIE;48,9825702;1,6624024
2540;1929;570X.VS1906;TP RF/CSO;101 à 150 km;Archivé;03/02/2020;85000 LA ROCHE SUR YON;46,6705431;-1,4269698
2542;3850;EXTX.459133;COLAS/COLAS;0 à 50 km;Traité;15/06/2023;3 quai panhard levassor, 75012 PARIS 12;18,3;-74,16667
2543;1163;T01X.309592;BY TP/TPRP;Zone IDF 0 à 50 km;Archivé;28/02/2018;1 quai de la Charente, 75019 PARIS 19;48,8817;2,3822
2544;2061;T01X.309604;BY TP/TPRP;Zone IDF 50 à 100 km;Traité;02/03/2020;Impasse Sainte Claire Deuville , 78200 MANTES LA JOLIE;48,9176;1,6612
2547;3173;925X.GH1021;BYES AX;51 à 100 km;Traité;16/02/2022;104 AV MARCEAU, 93700 DRANCY;48,930088;2,431898
2548;3625;EXTX.462141;COLAS/COLAS;0 à 50 km;Traité;01/08/2023;Gare de Chelles, 25 Boulevard Chilpéric, 77500 CHELLES;48,8811;2,5929
2549;2042;T01X.309602;BY TP/TPRP;101 à 150 km;Archivé;04/05/2020;D36, BA702 AVORD, 18800 FARGES EN SEPTAINE;47,0455;2,7668
2551;3078;848X.AZ1104;BYES;0 à 50 km;Traité;01/03/2022;58 Rue de Neuilly, 93130 NOISY LE SEC;48,8832128;2,4680488
2552;1381;024X.BLH705;BBGO/NormPIC/Réha;0 à 50 km;Archivé;01/04/2019;Rue Claudine Guérin, 76300 SOTTEVILLE LES ROUEN;49,4008138;1,0853893
2554;1802;024X.BPN902;BBGO/NormPIC/Rouen;0 à 50 km;Archivé;24/06/2019;Pont des 4 mares, 76300 SOTTEVILLE LES ROUEN;49,4097;1,0901
2556;386;024X.BR1703;BBGO/NormPIC/Rouen;0 à 50 km;Archivé;23/07/2019;Rue Bugnot, 76300 SOTTEVILLE LES ROUEN;49,4229568;1,0873473
2557;2663;024X.PTS20A;BBGO/NormPIC/TS Normandie Picardie;0 à 50 km;Archivé;04/10/2021;Allée du Dr Lucien Bonnafé , 76 300 SOTTEVILLE LES ROUEN ;49,40972;1,09005
2560;3436;024X.HTS22D;BBGO/NormPIC/TS Normandie Picardie;0 à 50 km;Archivé;08/12/2022;Flandres, 76300 SOTTEVILLE LES ROUEN;49,4097;1,0901
2562;306;115370;BBCSO/CO/TOURS;101 à 150 km;Archivé;01/05/2016;rue Pierre Semard, 37700 Saint Pierre Des Corps;47,3871572;0,7097427
2563;3268;848X.AZ2154;BYES;0 à 50 km;Traité;28/07/2022;166 Av. de la République, 92320 CHATILLON;48,8080408;2,2995612
2565;3556;020X.283020;BBSE/HN/HN PALR;201 à 250 km;Traité;02/01/2024;99 chemin des arnaud  , 06730 ST ANDRE DE LA ROCHE;43,7457363;7,2874197
2567;2329;027X.ON2100;BBNE/OF/OF Nord;0 à 50 km;Archivé;01/09/2021;Rue Sadi Carnot, 59350 ST ANDRE LEZ LILLE;50,6615863;3,0558287
2568;2352;027X.HN2200;BBNE/Hab/Hab Nord;0 à 50 km;Traité;09/05/2022;rue Sadi Carnot, 59350 ST ANDRE LEZ LILLE;50,6615863;3,0558287
2569;3749;027X.HN2303;BBNE/Hab/HAR Nord;0 à 50 km;Traité;08/01/2024;163 rue Sadi Carnot, 59350 ST ANDRE LEZ LILLE;50,6632518;3,0574719
2570;1857;027X.QUAI22;BBNE/Hab/Hab Nord;0 à 50 km;Traité;01/11/2020;Rue Sadi Carnot , 59350 ST ANDRE LEZ LILLE;50,6615863;3,0558287
2571;2152;024X.BLH902;BBGO/NormPIC/Réha;51 à 100 km;Archivé;19/04/2021;impasse emile hauduc, Chemin des vertus, 76550 ST AUBIN SUR SCIE;33,27333;35,19389
2574;2534;G11X.456548;BBSE/HN/HN CA;51 à 100 km;Traité;04/07/2022;route de sault, base militaire, 84390 ST CHRISTOL;44,103;5,4654
2577;899;022X.117490;BBCSO/CO/ORLS;101 à 150 km;Archivé;02/04/2018;16 avenue AMPERE , LA MENARDIERE, 37540 ST CYR SUR LOIRE;47,4231587;0,6693251
2579;1227;BZNX.226201;BZ/BZ SE;0 à 50 km;Archivé;28/05/2018;29 rue des Fillettes , 93210 ST DENIS;48,914169;2,366331
2580;3122;022X.122030;BBCSO/CO/ORLS;0 à 50 km;Traité;05/09/2022;7, Boulevard des Chenats, 45550 ST DENIS DE L HOTEL;47,883368;2,1267239
2581;2361;B08X.PR0220;HAR/HAR/HAR;0 à 50 km;Traité;28/06/2021;Rue Voltat / Allée de Seine , 93200 ST DENIS;48,9333;2,3667
2582;1853;833X.370620;BYES T&D;151 à 200 km;Archivé;22/08/2019;9 impasse des Ormes, 58000 ST ELOI;46,992789;3,212741
2583;760;024X.BR1705;BBGO/NormPIC/Rouen;0 à 50 km;Archivé;23/07/2018;RUE DES LYS, 76800 ST ETIENNE DU ROUVRAY;49,3926543;1,0894885
2584;3410;570X.SE2208;TP RF/SE;51 à 100 km;Traité;20/03/2023;rue de la tour, 42000 ST ETIENNE;45,4650464;4,3896046
2585;679;024X.BEV704;BBGO/NormPIC/Réha;0 à 50 km;Archivé;19/03/2018;cite des familles, 76800 ST ETIENNE DU ROUVRAY;49,3779;1,1047
2586;1795;024X.BR1902;BBGO/NormPIC/Rouen;0 à 50 km;Archivé;22/07/2019;Rue des Lys & rue des Jonquilles, 76800 ST ETIENNE DU ROUVRAY;49,37794;1,10467
2587;2154;024X.HHR20B;BBGO/NormPIC/Réha;0 à 50 km;Archivé;29/09/2020;Le Bic Auber, 76800 ST ETIENNE DU ROUVRAY;49,3779;1,1047
2588;3461;G07X.633010;BBSE/HR/HR RAAU;51 à 100 km;Traité;18/12/2023;rue tarantaize, 42000 ST ETIENNE;45,4333;4,4
2589;2516;020X.212010;BBSE/HN/HN RAAU;0 à 50 km;Archivé;06/06/2022;rue Gabriel Cordier, 69650 ST GERMAIN AU MONT D OR;45,8892126;4,7999334
2591;3504;570X.SE2213;TP RF/SE;101 à 150 km;Traité;08/05/2023;montoing rd26, 43260 ST PIERRE EYNAC;45,034;4,0623
2592;275;326090;BBCSO/SO/BDX;0 à 50 km;Archivé;28/09/2016;744 avenue de Bordeaux, 33127 ST JEAN D'ILLAC;44,8140715;-0,7342358
2593;2588;022X.121020;BBCSO/CO/ORLS;0 à 50 km;Traité;01/07/2021;1 RUE DES EMERAUDES, 45770 SAINT JEAN DE LA RUELLE;47,9251519;1,8787783
2594;2489;024X.BCA21A;BBGO/NormPIC/Caen;151 à 200 km;Archivé;03/05/2021;715, rue Henri DUNANT , 50000 ST LO;49,1053607;-1,1057402
2595;295;336010;BBCSO/SO/BDX;0 à 50 km;Archivé;09/01/2017;Rue du vieux Brisach, rue de Mulhouse, 33300 SAINT LOUIS;44,8404;-0,5805
2598;2442;024X.BRE21D;BBGO/OUEST/Rennes;101 à 150 km;Traité;26/05/2021;boulevard Tréhouart, 35400 ST MALO;48,6357753;-2,0052141
2599;2524;G11X.456040;BBSE/HN/HN PALR;101 à 150 km;Traité;06/02/2023;PEM SAINT MANDRIER, quai jean jaures, 83430 ST MANDRIER SUR MER;33,27333;35,19389
2600;3146;G07X.020X.622020;BBSE/HR/HR RAAU;101 à 150 km;Traité;04/07/2022;361 allée de Berlioz, 38400 ST MARTIN D HERES;45,65068;21,85866
2601;1647;022X.549220;BBCSO/SO/BDX;0 à 50 km;Archivé;01/07/2019;Route de Corbiac, 33167 ST MEDARD EN JALLES;44,8726699;-0,7113412
2602;3183;Z32X.PO0183;INDUSTRIE France/INDUSTRIE France/INDUSTRIE IDF;0 à 50 km;Traité;04/07/2022; 3 rue Boole, , 91240 ST MICHEL SUR ORGE;48,6232667;2,3140152
2603;377;115350;BBCSO/CO/ORLS;101 à 150 km;Archivé;15/06/2015;Allée des prairies, au bout de l'impasse au niveau des barrières pompiers, 91240 Saint Michel Sur Orge;47,15;23,86667
2605;3761;570X.VL2303;TP RF/TPRF ONE;51 à 100 km;Traité;03/07/2023;quai de penhoët, 44600 ST NAZAIRE;47,28521;-2,1971771
2606;2566;024X.PNA22D;BBGO/PDL/Nantes;51 à 100 km;Traité;29/07/2022;24 boulevard laennec, 44600 ST NAZAIRE;47,2702508;-2,2390866
2607;2595;B08X.PR0241;HAR/HAR/HAR;0 à 50 km;Traité;15/01/2024;Chemin des Longues Raies , 78860 ST NOM LA BRETECHE;48,8550211;2,0164657
2608;3872;BZNX.VR0005;BZ/BZ SE;0 à 50 km;Traité;02/10/2023;Chemin de la Fontaine Berthe , Rue de la Plaine,, 78860 ST NOM LA BRETECHE;48,8594;2,0223
2609;979;S25X.PC0097;CPI/CPI;Zone IDF 0 à 50 km;Archivé;02/04/2019;36, rue des bateliers, 93400 ST OUEN;48,9109971;2,3289961
2611;146;B08X.PR0166;HAR/HAR/HAR;Zone IDF 0 à 50 km;Archivé;23/10/2017;33 rue Ardoin, ZAC DES DOCKS – Ilot D3A – Lot 1, 93400 Saint-Ouen  Saint-Ouen ;46,95014;-64,08202
2612;3417;B08X.PR0240;HAR/HAR/HAR;0 à 50 km;Traité;12/02/2024;Rue Rosapark, 93400 ST OUEN;48,9;2,3333
2613;2614;Q72X.333X.090159;BCSN;51 à 100 km;Traité;29/08/2022;cea de cadarache, 13115 ST PAUL LES DURANCE;44,16094;0,1602
2615;551;PS0492;DT1;Zone IDF 0 à 50 km;Archivé;24/04/2017;ZAC de la Clef Saint Pierre, 91280  ST PIERRE DU PERRAY;48,61064;2,49429
2616;3353;570X.SE2205;TP RF/SE;201 à 250 km;Traité;21/11/2022;les trembles intersection rn7 et rn 201, 58240 TRESNAY;46,7928;3,1166
2617;710;022X.116450;BBCSO/CO/ORLS;0 à 50 km;Archivé;14/04/2016;82 route de saint Mesmin, 45750 ST PRYVE ST MESMIN;47,8809419;1,8656245
2618;1081;B11X.PE0093;REP/REP;Zone IDF 0 à 50 km;Archivé;01/01/2019;1 Place Saint Thomas d'Aquin, Hotel  de l'Artillerie, 75007 PARIS 07;33,0033;-96,882
2619;3486;020X.182020;BBSE/OF/OF PALR;101 à 150 km;Traité;06/12/2022;78 boulevard Louis Blanc, 83990 ST TROPEZ;43,2695449;6,6393618
2621;1545;024X.BLH805;BBGO/NormPIC/Réha;51 à 100 km;Archivé;02/09/2019;Avenue du 51 Highlands division , 76460 ST VALERY EN CAUX;49,8631351;0,7093799
2622;61;024X.QUI BAM604;BBGO/NormPIC/Amiens;101 à 150 km;Archivé;07/02/2018;57 QUAI LEJOILLE, 80230 ST VALERY SUR SOMME;50,1810654;1,6441088
2623;1646;Z41X.PC0099;CPI/CPI;0 à 50 km;Archivé;14/01/2020;Chemin du cornillon, 93200 ST DENIS;48,9192962;2,362762
2624;3195;570X.VS2203;TP RF/SEP TPRF;151 à 200 km;Archivé;20/06/2022;11 rue des sources, D434, 03270 ST YORRE;46,0606;3,4681
2628;3713;027X.OR2301;BBNE/OF/OF Est;101 à 150 km;Traité;22/01/2024;rue Georges Bizet, collège  Nicolas Untersteller, 57350 STIRING WENDEL;49,1905732;6,9169237
2630;3033;027X.OR2201;BBNE/OF/OF Est;0 à 50 km;Traité;12/09/2022;34 Rue Frédéric-Guillaume-Raiffeisen, ancien bâtiment du Crédit Mutuel, 67000 STRASBOURG;48,58392;7,74553
2632;3095;027X.HR2203;BBNE/Hab/HAR Nord;0 à 50 km;Traité;01/09/2022;37, rue de Macon, 67100 STRASBOURG;48,5459229;7,7614031
2634;3224;027X.ON2204;BBNE/OF/OF Est;0 à 50 km;Traité;25/07/2022;rue des Halles, 67000 STRASBOURG;48,5877557;7,7412134
2635;1749;027X.OFR700;BBNE/OF/OF Est;0 à 50 km;Traité;31/12/2018;avenue Robert SCHUMANN, 67000 STRASBOURG;48,5834;7,743
2636;3360;G11X.454218;BBNE/OF/OF Est;151 à 200 km;Traité;19/02/2024;rue Fritz KIEFFER, caserne STIRN, 67000 STRASBOURG;48,5834;7,743
2637;493;027X.HR2000;BBNE/OF/OF Est;0 à 50 km;Archivé;01/09/2020;"rue Wencker, ancien batiment de ""La Poste"", 67000 STRASBOURG";48,5834;7,743
2638;2259;027X.HR2300;BBNE/Hab/HAR Est;0 à 50 km;Traité;02/11/2020;rue Louise MICHEL, PARC DES FORGES, 67035 STRASBOURG;48,584229;7,7091546
2639;3507;570X.NA2301;TP RF/TPRF ONE;151 à 200 km;Traité;30/07/2023;3, rue Bellevue, 67203 OBERSCHAEFFOLSHEIM;48,6057532;7,6388767
2640;2444;BZNX.222131;IEP/IEP;0 à 50 km;Archivé;14/01/2021;13 Chemin Vert, 94370 SUCY EN BRIE;48,7649428;2,5026981
2644;2277;B09X.PH0041;HAS/HAS REHA;0 à 50 km;Archivé;11/01/2021;12 RUE PASTEUR, Angle avec la rue Monge, 92150 SURESNES;48,8714;2,2293
2645;830;B33X.PR0179;HAR/HAR/HAR;Zone IDF 0 à 50 km;Archivé;05/11/2018;Rue Edouard Nieuport, 92150 SURESNES;48,8723559;2,231422
2646;1584;B08X.PR0200;HAR/HAR/HAR;0 à 50 km;Archivé;13/04/2020;50, rue de Verdun , et  6 - 14 rue Benoit Malon , 92150 SURESNES;48,8729755;2,2292767
2649;2487;EXTX.93144058791;T2A;Zone IDF 0 à 50 km;Traité;01/01/2021;118 avenue de la liberté, 94700 MAISONS ALFORT;48,7945524;2,4322618
2650;1365;EXTX.931440901;T2A;Zone IDF 0 à 50 km;Traité;30/01/2017;116 rue Leon Geffroy, 94400 VITRY SUR SEINE;48,7852816;2,40775
2655;1368;EXTX.931440912;T2A;Zone IDF 0 à 50 km;Traité;30/01/2017;6 rue Leon Mauvais, 94400 VITRY SUR SEINE;48,784066;2,414932
2656;1366;EXTX.931440915;T2A;Zone IDF 0 à 50 km;Traité;30/01/2017;Rue Jean Pierre Timbaud, 94400 VITRY SUR SEINE;48,7869739;2,4048666
2658;1370;EXTX.931440905;T2A;Zone IDF 0 à 50 km;Archivé;02/01/2018;84 rue Leon Geffroy, 94400 VITRY SUR SEINE;48,782019;2,407814
2659;1221;EXTX.931446056;T2A;Zone IDF 0 à 50 km;Traité;23/05/2018;Rue Léon Mauvais, 94400 VITRY SUR SEINE;48,7841313;2,4143552
2661;1375;EXTX.931442481;T3A;Zone IDF 0 à 50 km;Traité;05/09/2017;2 Rue de Saint-Cloud, 92310 SEVRES;48,8294959;2,2239005
2662;1378;EXTX.931442485;T3A;Zone IDF 0 à 50 km;Traité;02/01/2018;Pont DAYDE, Quai George Gorse, 92100 BOULOGNE BILLANCOURT;48,8333;2,25
2663;1391;EXTX.931442489;T3A;Zone IDF 0 à 50 km;Traité;20/09/2017;2 rue de Saint Cloud, 92310 SEVRES;48,8294959;2,2239005
2664;3324;T01X.309622;BY TP/TPRP;0 à 50 km;Traité;01/05/2023;BASE VIE EST, 77990 LE MESNIL AMELOT;49,0342;2,5806
2666;3088;022X.321080;BBCSO/SO/BDX;0 à 50 km;Traité;03/10/2022;12 Avenue de Collegno, intersection avenue prevost, 33400 TALENCE;44,8048;-0,5954
2669;3204;848X.AZ2132;BYES;0 à 50 km;Traité;01/07/2022;147 RUE DU LANDY , 93200 ST DENIS;48,9147716;2,3493424
2670;3100;848X.AZ2131;BYES T&D;0 à 50 km;Traité;28/03/2022;20 AV DE LA PORTE DE VITRY,   75013 PARIS ;48,8228355;2,3781408
